Id,Brand_Name,Generic_Name,Is_Opioid
3931,Ursodiol,Ursodiol,
3932,Prandin,Repaglinide,
3933,Uloric,Febuxostat,
3934,Creon,Lipase/Protease/Amylase,
3935,Enablex,Darifenacin Hydrobromide,
3936,Fosrenol,Lanthanum Carbonate,
3937,Valcyte,Valganciclovir Hcl,
3938,Emend,Aprepitant,
3939,Diclofenac Potassium,Diclofenac Potassium,
3940,Taztia Xt,Diltiazem Hcl,
3941,Fosinopril-Hydrochlorothiazide,Fosinopril/Hydrochlorothiazide,
3942,Bydureon,Exenatide Microspheres,
3943,Exelon,Rivastigmine,
3944,Zaleplon,Zaleplon,
3945,Tasmar,Tolcapone,
3946,Xalatan,Latanoprost,
3947,"Pancrelipase 5,000",Lipase/Protease/Amylase,
3948,Pentasa,Mesalamine,
3949,Soriatane,Acitretin,
3950,Delzicol,Mesalamine,
3951,Daliresp,Roflumilast,
3952,Flurazepam Hcl,Flurazepam Hcl,
3953,Pentazocine-Acetaminophen,Pentazocine Hcl/Acetaminophen,true
3954,Perphenazine-Amitriptyline,Perphenazine/Amitriptyline Hcl,
3955,Trifluoperazine Hcl,Trifluoperazine Hcl,
3956,Cyclafem,Norethindrone-Ethinyl Estrad,
3957,Zafirlukast,Zafirlukast,
3958,Peg 3350-Electrolyte,"Peg 3350/Na Sulf,bicarb,cl/Kcl",
3959,Doxycycline Monohydrate,Doxycycline Monohydrate,
3960,Complera,Emtricitab/Rilpivirine/Tenofov,
3961,Viread,Tenofovir Disoproxil Fumarate,
3962,Zidovudine,Zidovudine,
3963,Rebif,Interferon Beta-1a/Albumin,
3964,Exforge Hct,Amlodipine/Valsartan/Hcthiazid,
3965,Livalo,Pitavastatin Calcium,
3966,Ortho Tri-Cyclen Lo,Norgestimate-Ethinyl Estradiol,
3967,Suboxone,Buprenorphine Hcl/Naloxone Hcl,
3968,Dextroamphetamine-Amphetamine,Dextroamphetamine/Amphetamine,
3969,Avonex,Interferon Beta-1a,
3970,Cialis,Tadalafil,
3971,Ciprodex,Ciprofloxacin Hcl/Dexameth,
3972,Levoxyl,Levothyroxine Sodium,
3973,Apidra,Insulin Glulisine,
3974,Ssd,Silver Sulfadiazine,
3975,Balsalazide Disodium,Balsalazide Disodium,
3976,Methylphenidate Er,Methylphenidate Hcl,
3977,Gelnique,Oxybutynin,
3978,Glyburide Micronized,"Glyburide,micronized",
3979,Saphris,Asenapine Maleate,
3980,Ticlopidine Hcl,Ticlopidine Hcl,
3981,Azelex,Azelaic Acid,
3982,Privigen,"Immune Globulin,gamma(Igg)",
3983,Alrex,Loteprednol Etabonate,
3984,Sure Comfort Alcohol,Alcohol Antiseptic Pads,
3985,Risperdal,Risperidone,
3986,Amiloride-Hydrochlorothiazide,Amiloride/Hydrochlorothiazide,
3987,Durezol,Difluprednate,
3988,Zioptan,Tafluprost/Pf,
3989,Afinitor,Everolimus,
3990,Velcade,Bortezomib,
3991,Maprotiline Hcl,Maprotiline Hcl,
3992,Betoptic S,Betaxolol Hcl,
3993,Tarceva,Erlotinib Hcl,
3994,Folbic,Cyanocobalamin/Fa/Pyridoxine,
3995,Cyclosporine,Cyclosporine,
3996,Prevident,Sodium Fluoride,
3997,Betaxolol Hcl,Betaxolol Hcl,
3998,Lupron Depot,Leuprolide Acetate,
3999,Ativan,Lorazepam,
4000,Cosopt Pf,Dorzolamide/Timolol/Pf,
4001,Fluocinolone Acetonide Oil,Fluocinolone Acetonide Oil,
4002,Atacand Hct,Candesartan/Hydrochlorothiazid,
4003,Nalbuphine Hcl,Nalbuphine Hcl,true
4004,Sulfasalazine Dr,Sulfasalazine,
4005,Haloperidol Lactate,Haloperidol Lactate,
4006,Verapamil Er Pm,Verapamil Hcl,
4007,Klonopin,Clonazepam,
4008,Lescol Xl,Fluvastatin Sodium,
4009,Gralise,Gabapentin,
4010,Phenazopyridine Hcl,Phenazopyridine Hcl,
4011,Aranesp,Darbepoetin Alfa In Polysorbat,
4012,Rifampin,Rifampin,
4013,Fenofibric Acid,Fenofibric Acid,
4014,Antipyrine-Benzocaine,Antipyrine/Benzocaine/Glycerin,
4015,Nizatidine,Nizatidine,
4016,Sulfacetamide Sodium,Sulfacetamide Sodium,
4017,Estradiol Valerate,Estradiol Valerate,
4018,Nefazodone Hcl,Nefazodone Hcl,
4019,Betimol,Timolol,
4020,Sodium Chloride,Sodium Chloride 0.45 %,
4021,Oxaprozin,Oxaprozin,
4022,Acetic Acid,Acetic Acid,
4023,Amikacin Sulfate,Amikacin Sulfate,
4024,Ampicillin-Sulbactam,Ampicillin Sodium/Sulbactam Na,
4025,Risperidone Odt,Risperidone,
4026,Hydrocodone-Chlorpheniramine,Hydrocodone/Chlorphen Polis,
4027,Ertaczo,Sertaconazole Nitrate,
4028,Balziva,Norethindrone-Ethinyl Estrad,
4029,Solu-Cortef,Hydrocortisone Sod Succ/Pf,
4030,Oxymorphone Hcl Er,Oxymorphone Hcl,true
4031,Norpace Cr,Disopyramide Phosphate,
4032,Neomycin Sulfate,Neomycin Sulfate,
4033,Sular,Nisoldipine,
4034,Uroxatral,Alfuzosin Hcl,
4035,Cytomel,Liothyronine Sodium,
4036,Pen Needle,"Needles, Insulin Disp., Safety",
4037,Flunisolide,Flunisolide,
4038,Tetanus-Diphteria-Decavac,Tetanus And Diphtheria Tox/Pf,
4039,Oracea,Doxycycline Monohydrate,
4040,1st Tier Unifine Pentips,"Needles, Insulin Disposable",
4041,Phenelzine Sulfate,Phenelzine Sulfate,
4042,Lithium,Lithium Citrate,
4043,Trivora-28,Levonorgestrel-Eth Estradiol,
4044,Curity Alcohol Preps,Alcohol Antiseptic Pads,
4045,Nuvaring,Etonogestrel/Ethinyl Estradiol,
4046,Migergot,Ergotamine Tartrate/Caffeine,
4047,Glucophage Xr,Metformin Hcl,
4048,Cefaclor,Cefaclor,
4049,Gianvi,Ethinyl Estradiol/Drospirenone,
4050,Cytra-K,Potassium Citrate/Citric Acid,
4051,Xanax Xr,Alprazolam,
4052,Promethegan,Promethazine Hcl,
4053,Calan Sr,Verapamil Hcl,
4054,Nevirapine,Nevirapine,
4055,Neulasta,Pegfilgrastim,
4056,Demeclocycline Hcl,Demeclocycline Hcl,
4057,Fluoroplex,Fluorouracil,
4058,Teflaro,Ceftaroline Fosamil Acetate,
4059,Zonegran,Zonisamide,
4060,Fenoglide,Fenofibrate,
4061,Lutera,Levonorgestrel-Eth Estradiol,
4062,Prenatal Plus,"Pnv With Ca,no.72/Iron,carb/Fa",
4063,Oxacillin Sodium,Oxacillin Sodium,
4064,Ulticare,"Syringe & Needle,insulin,1 Ml",
4065,Folplex 2.2,Cyanocobalamin/Fa/Pyridoxine,
4066,Tiazac,Diltiazem Hcl,
4067,Docetaxel,Docetaxel,
4068,Leukeran,Chlorambucil,
4069,Veramyst,Fluticasone Furoate,
4070,Catapres,Clonidine Hcl,
4071,Se-Tan Plus,Iron Fum&polysac#1/Fa/Mv No.18,
4072,Fiorinal With Codeine #3,Codeine/Butalbital/Asa/Caffein,true
4073,Eprosartan Mesylate,Eprosartan Mesylate,
4074,Heather,Norethindrone,
4075,Sabril,Vigabatrin,
4076,Typhim Vi,Typhoid Vacc Vi Capsulr Polys,
4077,Methadose,Methadone Hcl,true
4078,Pfizerpen,Penicillin G Potassium,
4079,Travasol,Parenteral Amino Acid 10% No.6,
4080,Midazolam Hcl,Midazolam Hcl,
4081,Phenadoz,Promethazine Hcl,
4082,Enjuvia,"Estrogens,conj.,synthetic B",
4083,Easy Touch,"Syringe & Needle,insulin,1 Ml",
4084,Stavudine,Stavudine,
4085,Vivitrol,Naltrexone Microspheres,
4086,Vexol,Rimexolone,
4087,Ritalin,Methylphenidate Hcl,
4088,Zoledronic Acid,Zoledronic Acid/Mannitol&water,
4089,Clindamycin-Benzoyl Peroxide,Clindamycin Phos/Benzoyl Perox,
4090,Vibramycin,Doxycycline Calcium,
4091,Qnasl,Beclomethasone Dipropionate,
4092,Loryna,Ethinyl Estradiol/Drospirenone,
4093,Zetonna,Ciclesonide,
4094,Inspra,Eplerenone,
4095,Detrol,Tolterodine Tartrate,
4096,Cisplatin,Cisplatin,
4097,Dextrose 5%-0.45% Nacl-Kcl,Potassium Chloride/D5-0.45nacl,
4098,Stivarga,Regorafenib,
4099,Dialyvite,Folic Acid/Vitamin B Comp W-C,
4100,Integra Syringe,"Syringe & Needle,insulin,1 Ml",
4101,Acitretin,Acitretin,
4102,Pylera,Bismuth/Metronid/Tetracycline,
4103,Lomotil,Diphenoxylate Hcl/Atropine,
4104,Proctofoam-Hc,Hydrocortisone/Pramoxine,
4105,Tyzeka,Telbivudine,
4106,Zosyn,Piperacillin Sodium/Tazobactam,
4107,Anusol-Hc,Hydrocortisone,
4108,Ampicillin Sodium,Ampicillin Sodium,
4109,L-Methyl-B6-B12,Methyl-B12/L-Mefolate/B6 Phos,
4110,Migranal,Dihydroergotamine Mesylate,
4111,Stelara,Ustekinumab,
4112,Reprexain,Hydrocodone/Ibuprofen,true
4113,Macrodantin,Nitrofurantoin Macrocrystal,
4114,Xylocaine-Mpf,Lidocaine Hcl/Pf,
4115,Cefoxitin,Cefoxitin Sodium,
4116,Fml,Fluorometholone,
4117,Acular Ls,Ketorolac Tromethamine,
4118,Dihydroergotamine Mesylate,Dihydroergotamine Mesylate,
4119,B-D Single Use Alcohol Swab,Alcohol Antiseptic Pads,
4120,Sectral,Acebutolol Hcl,
4121,Famvir,Famciclovir,
4122,Maxzide,Triamterene/Hydrochlorothiazid,
4123,Timoptic,Timolol Maleate,
4124,Astelin,Azelastine Hcl,
4125,Udamin Sp,"Mv, Min Cmb#9/Fa/Saw Palmet Xt",
4126,Uceris,Budesonide,
4127,Pulmozyme,Dornase Alfa,
4128,Sronyx,Levonorgestrel-Eth Estradiol,
4129,Factive,Gemifloxacin Mesylate,
4130,Easy Touch Insulin Syringe,"Syringe & Needle,insulin,1 Ml",
4131,Eszopiclone,Eszopiclone,
4132,Adempas,Riociguat,
4133,Sevelamer Carbonate,Sevelamer Carbonate,
4134,Etodolac Er,Etodolac,
4135,Easy Comfort Pen Needles,"Needles, Insulin Disposable",
4136,Cefadroxil,Cefadroxil,
4137,Omeclamox-Pak,Omeprazole/Clarith/Amoxicillin,
4138,Safetyglide Insulin Syringe,"Syring W-Ndl,disp,insul,0.5 Ml",
4139,Oxtellar Xr,Oxcarbazepine,
4140,Pamelor,Nortriptyline Hcl,
4141,Gilotrif,Afatinib Dimaleate,
4142,Femhrt,Norethindrone Ac-Eth Estradiol,
4143,Gablofen,Baclofen,
4144,Relenza,Zanamivir,
4145,Microgestin,Norethindrone Ac-Eth Estradiol,
4146,Imbruvica,Ibrutinib,
4147,Aminosyn Ii,Parenteral Amino Acid 15% No.2,
4148,Vanishpoint,"Syring W-Ndl,disp,insul,0.5 Ml",
4149,Clobetasol Emulsion,Clobetasol Propionate/Emoll,
4150,Celecoxib,Celecoxib,
4151,Gentamicin Sulfate,Gentamicin Sulfate/Pf,
4152,Acetaminophen-Butalbital,Butalbital/Acetaminophen,
4153,Zubsolv,Buprenorphine Hcl/Naloxone Hcl,
4154,Valchlor,Mechlorethamine Hcl,
4155,Lomustine,Lomustine,
4156,Kazano,Alogliptin Benz/Metformin Hcl,
4157,Bentyl,Dicyclomine Hcl,
4158,Nephron Fa,Fe Fumarate/Doss/Fa/Bcomp&c,
4159,Primaxin,Imipenem/Cilastatin Sodium,
4160,Lopressor,Metoprolol Tartrate,
4161,Forfivo Xl,Bupropion Hcl,
4162,Bupap,Butalbital/Acetaminophen,
4163,Tafinlar,Dabrafenib Mesylate,
4164,Triumeq,Abacavir/Dolutegravir/Lamivudi,
4165,Cimetidine,Cimetidine Hcl,
4166,Nplate,Romiplostim,
4167,Feldene,Piroxicam,
4168,Ceftibuten,Ceftibuten Dihydrate,
4169,Ddavp,Desmopressin (Nonrefrigerated),
4170,Marlissa,Levonorgestrel-Ethin Estradiol,
4171,Butalb-Acetaminoph-Caff-Codein,Butalbit/Acetamin/Caff/Codeine,true
4172,Lite Touch,"Syring W-Ndl,disp,insul,0.5 Ml",
4173,Effer-K,Potassium Bicarbonate/Cit Ac,
4174,Ustell,Methen/M-Blue/Sal/Na Phos/Hyos,
4175,Carisoprodol Compound,Carisoprodol/Aspirin,
4176,Esomeprazole Magnesium,Esomeprazole Magnesium,
4177,Amlodipine-Valsartan-Hctz,Amlodipine/Valsartan/Hcthiazid,
4178,Dexamethasone Sodium Phosphate,Dexamethasone Sodium Phosp/Pf,
4179,Novofine 32,"Pen Needle, Diabetic",
4180,Colchicine,Colchicine,
4181,Gamunex-C,Immun Glob G (Igg)/Gly/Iga 50+,
4182,Clickfine,"Pen Needle, Diabetic",
4183,Belsomra,Suvorexant,
4184,Entresto,Sacubitril/Valsartan,
4185,Autoshield Duo Pen Needle,"Pen Needle,dual Safety,diabetc",
4186,Advocate Pen Needles,"Pen Needle, Diabetic",
4187,Thiola,Tiopronin,
4188,Kalydeco,Ivacaftor,
4189,Polycin,Bacitracin/Polymyxin B Sulfate,
4190,Glyxambi,Empagliflozin/Linagliptin,
4191,Paliperidone Er,Paliperidone,
4192,Namzaric,Memantine Hcl/Donepezil Hcl,
4193,Prochlorperazine,Prochlorperazine,
4194,Elelyso,Taliglucerase Alfa,
4195,Zydelig,Idelalisib,
4196,Incruse Ellipta,Umeclidinium Bromide,
4197,Jublia,Efinaconazole,
4198,Concept Dha,Pnv#16/Iron Fum & Ps/Fa/Om-3,
4199,Ribasphere Ribapak,Ribavirin,
4200,Neomycin-Bacitracin-Polymyxin,Neomycin Su/Bacitra/Polymyxin,
4201,Embeda,Morphine Sulfate/Naltrexone,
4202,Monoject Insulin Syringe,"Syringe And Needle,insulin,1ml",
4203,Kalbitor,Ecallantide,
4204,Cefazolin Sodium-Dextrose,"Cefazolin Sodium/Dextrose,iso",
4205,Orkambi,Lumacaftor/Ivacaftor,
4206,Virt Nate,Prenatal Vit No.73/Iron/Fa,
4207,Bunavail,Buprenorphine Hcl/Naloxone Hcl,
4208,Sorine,Sotalol Hcl,
4209,Entyvio,Vedolizumab,
4210,Bimatoprost,Bimatoprost,
4211,Jadenu,Deferasirox,
4212,Robinul Forte,Glycopyrrolate,
4213,Linezolid-0.9% Nacl,Linezolid-0.9% Sodium Chloride,
4214,Gamunex-C,Immune Globul G/Gly/Iga Avg 46,
4215,Fetzima,Levomilnacipran Hcl,
4216,Suprep,"Sodium, Potassium,mag Sulfates",
4217,Easy Touch,"Syringe-Needle,insulin,0.5 Ml",
4218,Dutasteride-Tamsulosin,Dutasteride/Tamsulosin Hcl,
4219,Neomycin-Polymyxin-Hc,Neomycin/Polymyxin B/Hydrocort,
4220,Dextrose 5%-0.45% Nacl,Dextrose 5 %-0.45 % Sod Chlord,
4221,Sure Comfort,"Syring-Needl,disp,insul,0.3 Ml",
4222,Juleber,Desogestrel-Ethinyl Estradiol,
4223,Arnuity Ellipta,Fluticasone Furoate,
4224,Sulfatrim,Sulfamethoxazole/Trimethoprim,
4225,Nucala,Mepolizumab,
4226,Ultra-Thin Ii,"Syringe-Needle,insulin,0.5 Ml",
4227,Lenvima,Lenvatinib Mesylate,
4228,Gammagard Liquid,Immun Glob G(Igg)/Gly/Iga Ov50,
4229,Pimozide,Pimozide,
4230,Norethin-Eth Estra-Ferrous Fum,Noreth-Ethinyl Estradiol/Iron,
4231,Synjardy,Empagliflozin/Metformin Hcl,
4232,Nuplazid,Pimavanserin Tartrate,
4233,Iressa,Gefitinib,
4234,Natpara,Parathyroid Hormone,
4235,Octagam,Immun Globg(Igg)/Malt/Iga Ov50,
4236,Paroxetine Cr,Paroxetine Hcl,
4237,Cresemba,Isavuconazonium Sulfate,
4238,Plegridy,Peginterferon Beta-1a,
4239,Xiidra,Lifitegrast,
4240,Hydroquinone,Hydroquinone,
4241,Menactra,"Mening Vac A,c,y,w-135 Dip/Pf",
4242,Repaglinide-Metformin Hcl,Repaglinide/Metformin Hcl,
4243,Vancomycin,Vancomycin Hcl In Dextrose 5 %,
4244,Vancomycin Hcl-D5w,Vancomycin Hcl In Dextrose 5 %,
4245,Ulticare,"Syr-Nd,ins,0.3/Container,empty",
4246,Ethacrynic Acid,Ethacrynic Acid,
4247,Vitafol-One,Pnv#26/Iron Poly/Fa/Dha,
4248,Taltz Autoinjector,Ixekizumab,
4249,Versacloz,Clozapine,
4250,Bd Insulin Syringe Micro-Fine,"Syringe-Needle,insulin,0.5 Ml",
4251,Prometrium,"Progesterone, Micronized",
4252,Prenaissance Plus,Pnv 69/Iron/Folic/Docusate/Dha,
4253,Azactam,Aztreonam,
4254,Desvenlafaxine Succinate Er,Desvenlafaxine Succinate,
4255,Prenatal Plus,"Pnv,calcium 72/Iron/Folic Acid",
4256,Bisoprolol-Hydrochlorothiazide,Bisoprolol/Hydrochlorothiazide,
4257,Ultra-Fine Nano Pen Needle,"Pen Needle, Diabetic",
4258,Restasis Multidose,Cyclosporine,
4259,Enbrel Sureclick,Etanercept,
4260,Prednisolone Sodium Phos Odt,Prednisolone Sod Phosphate,
4261,Trinessa Lo,Norgestimate-Ethinyl Estradiol,
4262,Monoject Insulin Safety Syrng,"Syringe With Needle, Insulin",
4263,Alogliptin-Pioglitazone,Alogliptin Benz/Pioglitazone,
4264,Preplus,"Pnv,calcium 72/Iron/Folic Acid",
4265,Vancomycin Hcl,Vancomycin Hcl In 5 % Dextrose,
4266,Miglitol,Miglitol,
4267,Cabometyx,Cabozantinib S-Malate,
4268,Kenalog-10,Triamcinolone Acetonide,
4269,Onzetra Xsail,Sumatriptan Succinate,
4270,Lorcet,Hydrocodone/Acetaminophen,true
4271,Vosevi,Sofosbuvir/Velpatas/Voxilaprev,
4272,Vivlodex,"Meloxicam, Submicronized",
4273,Blephamide S.O.P.,Sulfacetamide/Prednisolone,
4274,Sf,Fluoride (Sodium),
4275,Radicava,Edaravone,
4276,Gammaplex,Immun Glob G(Igg)/Gly/Iga 0-50,
4277,Vancomycin Hcl-D5w,Vancomycin Hcl In 5 % Dextrose,
4278,Allzital,Butalbital/Acetaminophen,
4279,Tri-Lo-Estarylla,Norgestimate-Ethinyl Estradiol,
4280,Chlordiazepoxide-Clidinium,Chlordiazepoxide/Clidinium Br,
4281,Carefine Pen Needle,"Pen Needle, Diabetic",
4282,Albumin (Human),Albumin Human,
4283,Aptensio Xr,Methylphenidate Hcl,
4284,Ozempic,Semaglutide,
4285,Memantine Hcl Er,Memantine Hcl,
4286,Easy Comfort Pen Needle,"Pen Needle, Diabetic",
4287,Droplet Pen Needle,"Pen Needle, Diabetic",
4288,Ritonavir,Ritonavir,
4289,Biktarvy,Bictegrav/Emtricit/Tenofov Ala,
4290,Efavirenz,Efavirenz,
4291,Ertapenem,Ertapenem Sodium,
4292,Dialyvite Supreme D,Multivit-Mins 25/Folic Acid/D3,
4293,Dexamethasone Sodium Phosphate,Dexamethasone Sodium Phosphate,
4294,Endari,Glutamine,
4295,Comfort Ez Insulin Syringe,"Syring-Needl,disp,insul,0.3 Ml",
4296,Erythromycin,Erythromycin Base In Ethanol,
4297,Vigabatrin,Vigabatrin,
4298,Idhifa,Enasidenib Mesylate,
4299,Morphabond Er,Morphine Sulfate,true
4300,Symdeko,Tezacaftor/Ivacaftor,
4301,Cinqair,Reslizumab,
4302,Se-Natal 19,Pnv No.118/Iron Fumarate/Fa,
4303,Clinpro 5000,Fluoride (Sodium),
4304,Ultravate,Halobetasol Propionate,
4305,Lyrica Cr,Pregabalin,
4306,Pentips,"Pen Needle, Diabetic",
4307,Admelog,Insulin Lispro,
4308,Curity,Gauze Bandage,
4309,Pregabalin,Pregabalin,
4310,Plenvu,Peg3350/Sod Sul/Nacl/Kcl/Asb/C,
4311,Azelaic Acid,Azelaic Acid,
4312,Ztlido,Lidocaine,
4313,Zomacton,Somatropin,
4314,Siliq,Brodalumab,
4315,Levonorgestrel-Eth Estradiol,Levonorgestrel/Ethin.Estradiol,
4316,Mektovi,Binimetinib,
4317,Dasetta,Norethindrone-Ethin. Estradiol,
4318,Akynzeo,Netupitant/Palonosetron Hcl,
4319,Cefixime,Cefixime,
4320,Mili,Norgestimate-Ethinyl Estradiol,
4321,Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,
4322,Ultracare Insulin Syringe,"Syringe And Needle,insulin,1ml",
4323,Trogarzo,Ibalizumab-Uiyk,
4324,Xyosted,Testosterone Enanthate,
4325,Jynarque,Tolvaptan,
4326,Texacort,Hydrocortisone,
4327,Levora-28,Levonorgestrel/Ethin.Estradiol,
4328,Sunosi,Solriamfetol Hcl,
4329,Techlite Insulin Syringe,"Syrge-Ndl,ins 0.3 Ml Half Mark",
4330,Clinimix,Amino Acids 4.25 %/Dextrose 5%,
4331,Drizalma Sprinkle,Duloxetine Hcl,
4332,Azelastine-Fluticasone,Azelastine/Fluticasone,
4333,Naproxen-Esomeprazole Mag,Naproxen/Esomeprazole Mag,
4334,Xcopri,Cenobamate,
4335,Dimethyl Fumarate,Dimethyl Fumarate,
4336,Safetyglide Insulin Syringe,"Syringe,needle,insuln,sf 0.5ml",
4337,Lorbrena,Lorlatinib,
4338,Fasenra Pen,Benralizumab,
4339,Gvoke Pfs 1-Pack Syringe,Glucagon,
4340,Lioresal Intrathecal,Baclofen,
4341,Crysvita,Burosumab-Twza,
4342,Hydrocortisone-Pramoxine,Hydrocortisone/Pramoxine,
4343,Bivigam,Immun Glob G(Igg)/Gly/Iga Ov50,
4344,Koselugo,Selumetinib/Vitamin E Tpgs,
4345,Pentamidine Isethionate,Pentamidine Isethionate,
4346,Vylibra,Norgestimate-Ethinyl Estradiol,
4347,Udenyca,Pegfilgrastim-Cbqv,
4348,Tirosint-Sol,Levothyroxine Sodium,
4349,Omnipod Dash,"Insulin Pump Cart,cont Inf,bt",
4350,Nexlizet,Bempedoic Acid/Ezetimibe,
4351,Nebivolol Hcl,Nebivolol Hcl,
4352,Sodium Fluoride,Fluoride (Sodium),
4353,Ongentys,Opicapone,
4354,Micafungin,Micafungin Sodium,
4355,Evrysdi,Risdiplam,
4356,Clinimix,Amino Acid 8 % In D14w,
4357,Osmolex Er,Amantadine Hcl,
4358,Ziprasidone Mesylate,Ziprasidone Mesylate,
4359,Fotivda,Tivozanib Hcl,
4360,Sterile Pads,Gauze Bandage,
4361,Galafold,Migalastat Hcl,
4362,Orphenadrine-Aspirin-Caffeine,Orphenadrine/Aspirin/Caffeine,
4363,Kloxxado,Naloxone Hcl,
4364,Nuzyra,Omadacycline Tosylate,
4365,Inpen (For Novolog Or Fiasp),Insulin Admin. Supplies,
4366,Tosymra,Sumatriptan,
4367,Theophylline Er,Theophylline Anhydrous,
4368,Roflumilast,Roflumilast,
4369,Sodium Fluoride 5000 Dry Mouth,Fluoride (Sodium),
4370,Zafemy,Norelgestromin/Ethin.Estradiol,
4371,Ponvory,Ponesimod,
4372,Cystadrops,Cysteamine Hcl,
4373,Inpen (For Humalog),"Insulin Pen,reusable,bt Lispro",
4374,Opzelura,Ruxolitinib Phosphate,
4375,Signifor,Pasireotide Diaspartate,
4376,Maraviroc,Maraviroc,
4377,Lapatinib,Lapatinib Ditosylate,
4378,Orladeyo,Berotralstat Hydrochloride,
4379,Steglujan,Ertugliflozin/Sitagliptin Phos,
4380,Lofena,Diclofenac Potassium,
4381,Contrave,Naltrexone Hcl/Bupropion Hcl,
4382,Loreev Xr,Lorazepam,
4383,Abilify Mycite,Aripiprazole,
4384,Doxorubicin Hcl Liposome,Doxorubicin Hcl Peg-Liposomal,
4385,Haldol Decanoate 50,Haloperidol Decanoate,
4386,Infumorph,Morphine Sulfate/Pf,true
4387,Ferrocite Plus,Iron/Fa/Vitamin B Comp W-C/Min,
4388,First-Omeprazole,Omeprazole,
4389,Trueplus Insulin Syringe,"Syring W-Ndl,disp,insul,0.3ml",
4390,Arbinoxa,Carbinoxamine Maleate,
4391,Cefazolin Sodium,"Cefazolin Sodium/Dextrose,iso",
4392,Zinc Sulfate,Zinc Sulfate,
4393,Sodium Sulfacetamide,Sulfacetamide Sodium,
4394,Fortaz,Ceftazidime Pentahydrate,
4395,Sure-Fine Pen Needles,"Needles, Insulin Disposable",
4396,Fosteum,Genistein/Cit Zn Bisgly/Vit D3,
4397,Robinul,Glycopyrrolate,
4398,Erygel,Erythromycin Base/Ethanol,
4399,Steri-Pad,Gauze Bandage,
4400,Terazol 7,Terconazole,
4401,Terumo Insulin Syringe,"Syring W-Ndl,disp,insul,0.5 Ml",
4402,Differin,Adapalene,
4403,Cycloserine,Cycloserine,
4404,Etoposide,Etoposide,
4405,Virt-Vite Gt,Prenatal Vits16/Iron/Folic/Dss,
4406,Cortisporin,Neomycin/Polymyxin B/Hydrocort,
4407,Dextrose In Water,Dextrose 20 % In Water,
4408,Kabiven,Aa 3.31 %/D9.8w/Fat/E-Lytes 10,
4409,Easy Comfort Insulin Syringe,"Syring-Needl,disp,insul,0.3 Ml",
4410,Minocycline Hcl Er,Minocycline Hcl,
4411,Taron-Prex Prenatal,Mvn No.53/Iron/Folic/Dss/Dha,
4412,Bensal Hp,Salicylic Acid,
4413,Folivane-Ob,Mvn-Min 74/Iron Fum/Iron/Fa,
4414,Zavesca,Miglustat,
4415,Ortikos,Budesonide,
4416,Fiasp Penfill,Insulin Aspart (Niacinamide),
4417,Me-Naphos-Mb-Hyo 1,Methenam/Sod Phos/Mblue/Hyoscy,
4418,Qelbree,Viloxazine Hcl,
4419,Besremi,Ropeginterferon Alfa-2b-Njft,
4420,Torisel,Temsirolimus,
4421,Lotrisone,Clotrimazole/Betamethasone Dip,
4422,Uniretic,Moexipril/Hydrochlorothiazide,
4423,Thinpro Insulin Syringe,"Syringe & Needle,insulin,1 Ml",
4424,Zydone,Hydrocodone/Acetaminophen,true
4425,Tussionex,Hydrocodone/Chlorphen Polis,
4426,Ceenu,Lomustine,
4427,Folbee Plus Cz,Folic Acid/Vit Bcomp&c/Cu/Znox,
4428,Hypercare,Aluminum Chloride,
4429,Phenobarbital Sodium,Phenobarbital Sodium,
4430,Neut,Sodium Bicarbonate,
4431,Choline Mag Trisalicylate,Choline Sal/Mag Salicylate,
4432,Prodigy Insulin Syringe,"Syringe & Needle,insulin,1 Ml",
4433,Ziana,Clindamycin/Tretinoin,
4434,Clinimix E,Aa 4.25%/Calcium/Lytes/D5w,
4435,Niva-Plus,"Prenatal Vit,cal 74/Iron/Folic",
4436,Omegaven,Fatty Acid6/Fish Oil/Gly/P-Lip,
4437,Humira(Cf) Pen Crohn's-Uc-Hs,Adalimumab,
4438,Provida Ob,"Prenatal Vit 65/Iron Fum,ps/Fa",
4439,Pyrukynd,Mitapivat Sulfate,
4440,Sorafenib,Sorafenib Tosylate,
4441,Corvite Free,"Mv, Min Cmb #6/Fa/Lut/Lyco/Q10",
4442,Condylox,Podofilox,
4443,Corvita 150,"Iron, Carbonyl/Fa/C/B-6/B12/Zn",
4444,Neostigmine Methylsulfate,Neostigmine Methylsulfate,
4445,Demser,Metyrosine,
4446,Easy Touch Fliplock Insulin,"Syringe,needle,insuln,safe,1ml",
4447,Belviq Xr,Lorcaserin Hcl,
4448,True Comfort Alcohol Pads,Alcohol Antiseptic Pads,
4449,Quviviq,Daridorexant Hcl,
4450,Vuity,Pilocarpine Hcl,
4451,Avsola,Infliximab-Axxq,
4452,Vitamin B-1,Thiamine Hcl,
4453,Dextrose With Sodium Chloride,Dextrose 5 %-0.2 % Nacl,
4454,Stagesic,Hydrocodone/Acetaminophen,true
4455,Citranatal Rx,Pnv No.22/Iron Cbn&gluc/Fa/Dss,
4456,Aspirin-Caffeine-Dihydrocodein,Dihydrocodeine/Aspirin/Caffein,true
4457,Nebupent,Pentamidine Isethionate,
4458,Prodigy Insulin Syringe,"Syringe-Needle,insulin,0.5 Ml",
